calories,proteins,fat,carbohydrate,name,Meal Type
138.0,10.7,1.1,22.6,Kacang tolo rebus,Snack
342.0,22.9,1.4,61.6,Kacang Tunggak (tolo),Breakfast
138.0,10.7,1.1,22.6,Kacang Tunggak rebus,Snack
451.0,11.2,20.2,59.7,Kacang Tunggak rempeyek,Breakfast
351.0,12.2,1.2,72.9,Kacang tunis kering,Breakfast
358.0,23.4,2.4,60.6,Kacang uci kering,Breakfast
354.0,12.8,1.8,69.3,Kacang urei kering,Breakfast
110.0,4.5,6.9,7.1,Kadada katembe,Snack
413.0,28.7,19.8,29.8,Kaholeo masakan,Breakfast
92.0,20.0,0.7,0.0,Kakap,Lunch/Dinner
66.0,2.8,6.8,3.4,Kalakai,Snack
163.0,16.5,9.0,4.1,Kalio jeroan masakan,Lunch/Dinner
122.0,13.8,5.7,3.9,Kalio kikil (tunjang) masakan,Lunch/Dinner
157.0,8.1,8.8,11.4,Kalio otak masakan,Snack
193.0,10.6,12.4,9.7,Kalio telur masakan,Lunch/Dinner
149.0,16.6,9.2,0.0,Kambing daging segar,Lunch/Dinner
164.0,3.0,2.4,32.6,Kambose,Snack
29.0,3.0,0.3,5.4,Kangkung,Snack
30.0,3.2,0.7,4.7,Kangkung kukus,Snack
22.0,2.5,0.6,3.1,Kangkung rebus,Snack
43.0,1.8,0.2,8.4,Kangkung tondano,Snack
52.0,1.8,3.6,3.0,Kangkung tumis,Snack
38.0,2.4,2.0,2.6,Kaparende sayur,Snack
42.0,3.3,0.2,9.6,Kapri Muda,Snack
41.0,2.0,0.3,7.8,Kapurung,Snack
158.0,4.4,3.2,27.8,Kapusa,Snack
25.0,2.3,0.2,3.5,Karawila,Snack
146.7,5.9,5.9,19.7,Karedok ,Snack
92.0,2.2,3.3,14.1,Karedok sayur,Snack
292.0,11.2,11.2,2.8,Karoket ,Lunch/Dinner
73.0,16.4,0.3,0.0,Katak,Lunch/Dinner
275.0,12.6,14.8,54.6,Katul Beras,Breakfast
356.0,9.0,8.5,64.5,Katul Jagung,Breakfast
120.0,3.5,2.5,20.8,Kawista segar,Snack
46.0,5.7,1.3,9.0,Kecap,Snack
464.0,1.2,18.6,73.0,Kecimpring singkong goreng,Breakfast
405.0,32.8,17.0,36.5,Kecipir biji,Breakfast
35.0,2.9,0.2,0.8,Kecipir buah muda,Lunch/Dinner
32.0,2.9,0.2,5.8,Kecipir muda segar,Snack
34.0,0.9,1.0,6.7,Kecombrang segar,Snack
47.0,0.5,0.2,10.4,Kedondong segar ,Snack
326.0,22.8,20.3,13.1,Keju,Lunch/Dinner
590.0,27.0,49.0,20.9,Keju Kacang Tanah,Lunch/Dinner
623.0,2.0,52.1,36.5,Kelapa hutan kering,Breakfast
17.0,0.2,0.1,3.8,Kelapa Muda air,Snack
68.0,1.0,0.9,14.0,Kelapa Muda daging,Snack
180.0,4.0,15.0,10.0,Kelapa Setengah Tua daging,Snack
359.0,3.4,34.7,14.0,Kelapa Tua daging,Breakfast
214.0,5.4,5.4,40.2,Kelepon ,Breakfast
111.0,1.5,0.3,27.2,Kelewih,Snack
142.0,16.9,7.8,0.0,Kelinci daging segar,Lunch/Dinner
48.0,1.0,0.2,11.9,Kemang,Snack
380.0,48.9,13.8,23.3,Kembang tahu,Lunch/Dinner
44.0,1.8,0.6,9.6,Kembang Turi,Snack
636.0,19.0,63.0,8.0,Kemiri,Lunch/Dinner
657.0,15.0,66.0,13.0,Kenari,Lunch/Dinner
616.0,13.9,56.2,13.7,Kenari banda kering,Lunch/Dinner
83.0,2.0,0.1,19.1,Kentang,Snack
142.0,0.9,0.4,33.7,Kentang Hitam,Snack
64.0,12.0,1.0,2.0,Keong,Lunch/Dinner
204.0,2.6,20.0,4.0,Kepala Susu (Krim),Breakfast
151.0,13.8,3.8,14.1,Kepiting,Snack
59.0,18.0,1.1,3.6,Kerang,Lunch/Dinner
393.0,38.9,13.3,29.4,Kerang asap mentah,Lunch/Dinner
357.0,41.1,10.0,25.6,Kerang dendeng mentah,Lunch/Dinner
79.0,18.7,0.5,0.0,Kerbau daging segar,Lunch/Dinner
475.0,1.6,25.5,64.4,Keremes,Breakfast
137.0,1.3,1.1,29.8,Keribang ubi segar,Snack
586.0,4.9,40.6,50.2,Keripik bayam,Breakfast
446.0,2.8,14.5,76.0,Keripik gadung,Breakfast
448.0,2.7,18.8,67.1,Keripik kentang,Breakfast
485.0,1.7,22.2,69.7,Keripik lampung,Breakfast
598.0,8.3,43.8,42.6,Keripik oncom,Breakfast
478.0,0.9,20.7,72.0,Keripik singkong,Breakfast
481.0,2.2,19.7,73.6,Keripik singkong berbumbu,Breakfast
581.0,12.1,40.6,41.7,Keripik tempe,Breakfast
542.0,40.3,42.4,11.6,Keripik tempe abadi murni,Lunch/Dinner
510.0,12.3,27.9,52.4,Keripik tempe abadi sedang,Breakfast
529.0,20.8,31.7,40.2,Keripik tempe abadi telur,Breakfast
486.0,0.2,23.9,67.6,Keripik ubi,Breakfast
26.0,1.7,0.4,3.8,Kerokot segar,Snack
350.0,0.5,0.2,85.9,Kerupuk Aci,Breakfast
444.0,6.9,14.6,71.3,Kerupuk cumi goreng,Breakfast
342.0,16.0,0.4,65.6,Kerupuk Ikan berpati,Breakfast
325.0,1.8,0.4,78.5,Kerupuk kemplang  (ikan) mentah,Breakfast
504.0,5.6,28.1,57.1,Kerupuk kemplang goreng,Breakfast
356.0,9.7,1.1,76.9,Kerupuk kemplang panggang,Breakfast
422.0,83.0,4.0,0.0,Kerupuk Kulit kerbau,Lunch/Dinner
345.0,12.0,1.5,71.5,Kerupuk Melinjo mentah,Breakfast
431.0,11.1,16.2,63.0,Kerupuk Melinjo tebal goreng asin,Breakfast
439.0,10.0,16.4,65.7,Kerupuk Melinjo tebal goreng manis,Breakfast
485.0,11.5,24.5,59.1,Kerupuk Melinjo tipis goreng,Breakfast
476.0,0.1,21.1,71.3,Kerupuk mie kuning goreng,Breakfast
46.7,17.3,17.3,81.3,Kerupuk Sayong ,Snack
340.0,30.0,30.0,52.0,Kerupuk Udang ,Breakfast
359.0,17.2,68.2,332.0,Kerupuk Udang berpati,Breakfast
477.0,4.7,20.5,68.5,Kerupuk udang goreng,Breakfast
588.0,53.7,40.9,1.2,Kerupuk urat,Lunch/Dinner
78.0,0.8,0.4,20.0,Kesemek,Snack
181.0,4.0,1.2,37.3,Ketan hitam matang,Snack
163.0,3.0,0.4,35.7,Ketan putih matang,Snack
340.0,11.0,11.0,54.0,Ketapang ,Breakfast
157.0,0.8,0.3,37.9,Ketela Pohon Kuning,Snack
154.0,1.0,0.3,36.8,Ketela singkong segar,Snack
153.0,1.2,0.3,36.4,Ketela pohon/singkong kukus,Snack
12.0,0.7,0.1,2.7,Ketimun,Snack
9.0,0.5,0.1,1.9,Ketimun madura segar,Snack
153.0,7.9,7.7,13.0,Ketoprak,Snack
404.0,14.1,16.1,54.2,Ketumbar,Breakfast
212.0,4.0,4.6,38.6,Ketupat ketan,Breakfast
109.6,2.6,2.6,18.6,Ketupat Tahu ,Snack
310.0,10.0,24.0,13.5,Kluwek,Breakfast
73.0,16.4,0.3,0.0,Kodok segar,Lunch/Dinner
86.0,1.6,0.2,13.0,Kokosan,Snack
99.0,3.3,0.1,21.2,Komak polong segar,Snack
25.0,2.4,0.2,4.9,Kool Kembang,Snack
24.0,1.4,0.2,5.3,Kool Merah kool putih,Snack
352.0,17.4,1.3,69.0,Kopi bagian yang larut,Breakfast
129.0,12.3,0.5,35.0,Kopi bubuk instant,Snack
356.0,20.5,4.1,61.6,Koro andong kering,Breakfast
332.0,24.0,3.0,55.0,Koro Benguk biji,Breakfast
141.0,10.2,1.3,23.2,Koro Benguk tempe,Snack
125.0,8.3,0.7,22.1,Koro Kerupuk biji,Snack
33.0,2.7,0.2,7.9,Koro Loke biji,Snack
344.0,12.5,2.1,69.4,Koro Roway biji,Breakfast
338.0,22.2,1.5,61.0,Koro Wedus biji,Breakfast
38.0,3.0,0.3,7.9,Koro Wedus buah muda,Snack
46.0,3.0,0.3,7.9,Koro wedus polong,Snack
46.0,2.2,1.5,6.0,Kotiu hinela tawang nggole,Snack
366.0,4.2,4.3,77.5,Koya,Breakfast
370.0,8.0,1.0,82.2,Koya mirasa,Breakfast
315.0,2.1,1.4,73.5,Kranji segar,Breakfast
542.0,40.3,42.4,11.5,Kripik Tempe Goreng ,Lunch/Dinner
21.0,1.7,0.4,3.8,Krokot,Snack
45.0,2.2,0.3,10.3,Kucai,Snack
42.0,3.8,0.6,7.8,Kucai Muda (Lokio),Snack
113.0,18.1,4.1,0.9,Kuda daging segar,Lunch/Dinner
440.0,3.8,18.5,64.5,Kue ali,Breakfast
186.7,1.6,1.6,39.6,Kue Apem ,Snack
338.0,1.5,1.2,80.3,Kue bangket,Breakfast
240.0,1.0,4.0,54.0,Kue Bugis ,Breakfast
425.0,1.6,8.8,84.6,Kue jahe,Breakfast
591.0,5.6,42.1,47.5,Kue kelapa,Breakfast
366.0,4.2,4.3,7.9,Kue Koya ,Breakfast
291.0,3.6,11.1,44.1,Kue lumpur,Breakfast
182.0,1.0,1.0,40.4,Kue mangkok ,Snack
126.7,0.7,0.7,57.3,Kue Pacar Cina ,Snack
296.0,1.4,1.4,66.4,Kue Pia ,Breakfast
304.0,5.3,7.0,54.9,Kue putu cangkir,Breakfast
217.0,1.2,0.5,53.2,Kue putu singkong,Breakfast
393.3,2.7,2.7,79.3,Kue Satu ,Breakfast
380.0,1.0,1.0,92.0,Kue Semprong ,Breakfast
221.0,7.5,10.2,24.8,Kue sus,Breakfast
180.0,5.0,5.0,32.0,Kue Talam ,Snack
512.0,26.0,26.0,60.4,Kue Tambang ,Breakfast
247.0,2.9,4.2,49.5,Kue thipan,Breakfast
111.0,4.5,1.1,20.7,Kulit melinjo,Snack
22.0,0.4,0.2,4.7,Kundur segar,Snack
63.0,2.0,2.7,9.1,Kunyit,Snack
83.0,19.1,0.2,0.0,Kura-kura,Lunch/Dinner
515.0,30.6,42.1,13.8,Kwaci,Lunch/Dinner
242.0,19.0,17.0,3.0,Kwark (Quark),Lunch/Dinner
17.0,0.6,0.2,3.8,Labu Air,Snack
51.0,1.7,0.5,10.0,Labu kuning segar,Snack
26.0,0.6,0.1,6.7,Labu Siam,Snack
32.0,1.1,0.1,6.6,Labu waluh segar,Snack
166.3,2.7,3.9,29.5,Laksa ,Snack
85.0,5.7,0.3,15.4,Lamtoro (pete cina) biji muda,Snack
148.0,10.6,0.5,26.2,Lamtoro biji tua,Snack
142.0,11.0,2.5,20.4,Lamtoro tempe,Snack
367.0,46.4,5.4,32.5,Lamtoro var. gung tanpa kulit,Lunch/Dinner
336.0,23.8,1.2,59.7,Lamtoro var. lokal dengan kulit,Breakfast
56.0,0.9,0.2,14.3,Langsat,Snack
34.0,2.2,0.3,5.5,Lantar segar,Snack
422.0,0.9,10.8,80.4,Lanting getuk,Breakfast
389.0,6.6,15.7,55.5,Lapis legit,Breakfast
174.0,17.0,10.0,3.0,Lawar babi masakan,Lunch/Dinner
141.0,23.0,1.5,7.6,Lawar penyu masakan,Lunch/Dinner
159.0,5.0,10.9,10.1,Lawara jangang masakan,Snack
207.0,7.4,15.4,9.6,Lawara penjah masakan,Breakfast
405.0,4.8,5.1,84.9,Ledre pisang,Breakfast
15.0,1.0,0.4,1.9,Lema/ Rebung asam,Snack
902.0,0.0,100.0,0.0,Lemak Babi,Lunch/Dinner
630.0,9.1,65.0,1.1,Lemak Babi (Bacon),Lunch/Dinner
372.0,12.0,29.4,14.4,Lemak ikan,Breakfast
818.0,1.5,90.0,0.0,Lemak Kerbau,Lunch/Dinner
34.0,0.5,0.8,6.2,Lemon segar,Snack
36.0,0.0,0.0,10.0,Lemon Squasih,Snack
30.0,0.0,0.0,8.0,Lemonade,Snack
221.3,3.8,3.6,43.4,Lemper ,Breakfast
320.0,3.5,5.7,63.7,Lempog durian,Breakfast
181.0,2.8,1.2,39.8,Lepok/Ubi rumput,Snack
33.0,1.9,0.1,7.4,Leunca buah,Snack
240.0,7.8,0.5,51.3,Leupeut Ketan ,Breakfast
387.0,16.0,22.0,3.0,Leverwost (sosis hati),Lunch/Dinner
79.0,2.3,5.2,5.8,Lilin bungkus gedi,Snack
19.0,0.9,0.1,4.2,Lobak,Snack
217.0,11.0,1.7,5.1,Lokan segar,Lunch/Dinner
27.0,0.4,0.2,6.0,Lontar segar,Snack
163.3,2.8,2.2,33.0,Lopis ,Snack
38.0,1.1,0.3,7.6,Lumai/Leunca segar,Snack
164.0,1.8,2.1,34.5,Lupis ketan,Snack
294.0,0.3,0.0,79.5,Madu,Breakfast
341.0,0.3,0.0,85.0,Maizena tepung,Breakfast
363.0,8.7,0.4,78.7,Makaroni,Breakfast
63.0,2.4,0.4,12.4,Mangga benggala segar,Snack
44.0,0.7,0.2,11.2,Mangga Gedong,Snack
63.0,0.5,0.2,16.7,Mangga Golek,Snack
46.0,0.4,0.2,11.9,Mangga Harum Manis,Snack
72.0,0.8,0.2,18.7,Mangga Indramayu,Snack
56.0,0.4,0.2,14.6,Mangga Kopek,Snack
86.0,0.7,0.5,19.8,Mangga kwini segar,Snack
133.0,1.0,0.1,32.1,Mangga manalagi segar,Snack
59.0,0.5,0.4,15.1,Mangga Muda,Snack
52.0,0.7,0.0,12.3,Mangga segar,Snack
63.0,0.6,0.6,15.6,Manggis,Snack
720.0,0.6,81.0,0.4,Margarin,Lunch/Dinner
144.0,3.5,1.2,29.8,Markisa segar,Snack
217.0,2.5,1.0,49.6,Markisa squash,Breakfast
104.0,1.2,0.5,23.7,Markisa squash BD,Snack
265.3,4.7,5.5,49.3,Martabak  manis,Breakfast
153.0,4.5,4.2,24.3,Martabak india,Snack
278.0,5.1,8.6,45.0,Martabak mesir,Breakfast
200.0,8.9,5.1,29.5,Martabak Telur ,Lunch/Dinner
369.0,2.1,7.0,74.1,Masekat,Breakfast
90.0,1.2,0.1,21.1,Matoa segar,Snack
276.0,0.0,0.1,71.0,Melase,Breakfast
66.0,5.0,0.7,13.3,Melinjo,Snack
37.0,0.6,0.4,7.8,Melon segar,Snack
322.0,55.8,2.0,22.7,Menjangan daging dendeng mentah,Lunch/Dinner
725.0,0.5,81.6,1.4,Mentega,Breakfast
65.0,1.7,0.2,16.1,Menteng,Snack
359.0,11.5,6.8,64.4,Merica,Breakfast
88.0,0.6,3.3,14.0,Mi basah,Snack
71.0,0.2,0.8,15.9,Mi golosor,Snack
339.0,10.0,1.7,6.3,Mi kering,Lunch/Dinner
113.0,3.0,3.2,18.1,Mie aceh rebus,Snack
102.0,6.2,3.9,10.5,Mie ayam,Snack
114.0,5.3,3.0,16.4,Mie bakso,Snack
86.0,0.6,3.3,14.0,Mie basah,Snack
353.0,0.3,0.0,88.0,Mie Bendo,Breakfast
102.0,3.0,2.1,17.8,Mie celon,Snack
468.0,7.6,20.4,62.4,Mie Goreng ,Breakfast
337.0,7.9,11.8,50.0,Mie kering,Breakfast
105.0,5.9,4.9,9.4,Mie pangsit basah,Snack
190.0,0.2,0.4,46.5,Mie Sagu,Snack
902.0,0.0,100.0,0.0,Minyak Hati Hiu (Eulamia),Lunch/Dinner
902.0,0.0,100.0,0.0,Minyak Ikan,Lunch/Dinner
902.0,0.0,100.0,0.0,Minyak Kacang Tanah,Lunch/Dinner
883.0,0.0,99.9,0.0,Minyak kedelai,Lunch/Dinner
870.0,1.0,98.0,0.0,Minyak Kelapa,Lunch/Dinner
902.0,0.0,100.0,0.0,Minyak Kelapa Sawit,Lunch/Dinner
902.0,0.0,100.0,0.0,Minyak Wijen,Lunch/Dinner
884.0,0.0,100.0,0.0,Minyak Zaitun,Lunch/Dinner
345.0,8.5,2.2,78.0,Misoa,Breakfast
218.0,0.8,16.0,50.2,Misro ,Breakfast
128.0,8.0,10.0,1.3,Moon tahu,Lunch/Dinner
33.0,2.3,0.5,4.7,Mostarda metan -sawi,Snack
330.0,17.8,23.4,12.1,Mujahir acar kuning masakan,Lunch/Dinner
478.0,38.3,33.9,5.1,Naan maran sapi masakan,Lunch/Dinner
52.0,0.4,0.2,13.7,Nanas,Snack
58.0,0.7,0.2,13.3,Nanas palembang segar,Snack
165.0,4.2,0.1,36.7,Nangka biji,Snack
106.0,1.2,0.3,27.6,Nangka masak di pohon,Snack
51.0,2.0,0.4,11.3,Nangka Muda,Snack
180.0,3.0,0.3,39.8,Nasi,Snack
149.0,2.8,0.4,32.5,Nasi beras merah,Snack
192.0,3.8,8.8,24.4,Nasi gemuk,Snack
276.0,3.2,3.2,30.2,Nasi Goreng ,Breakfast
190.0,4.7,7.5,26.0,Nasi gurih,Snack
357.0,8.8,0.5,79.5,Nasi jagung,Breakfast
207.0,3.5,5.0,37.1,Nasi minyak,Breakfast
155.0,10.3,4.2,19.1,Nasi rames,Snack
120.0,2.4,0.4,26.0,Nasi tim,Snack
253.3,4.3,21.0,11.7,Nasi Uduk ,Breakfast
196.0,14.5,8.3,15.9,Nasu likku masakan,Snack
600.0,14.0,41.7,42.0,Noga Kacang Tanah ,Breakfast
387.0,5.3,7.6,74.3,Nopia spesial,Breakfast
9.0,2.1,6.0,7.1,Olah-olah,Snack
187.0,13.0,6.0,22.6,Oncom,Snack
376.0,14.9,6.0,65.7,Oncom ampas kacang hijau,Breakfast
363.3,19.3,19.3,40.3,Oncom Goreng ,Breakfast
284.0,12.0,14.4,13.6,Oncom Hitam Goreng ,Breakfast
306.7,9.0,18.0,27.0,Oncom Hitam Goreng bertepung ,Breakfast
351.0,11.0,5.3,65.9,Oncom kacang hijau + singkong,Breakfast
132.0,12.7,3.8,13.7,Oncom Kacang Tanah pepes,Snack
187.0,13.0,6.0,22.6,Oncom Kedele,Snack
368.0,6.8,32.0,13.2,Oncom Merah Goreng ,Breakfast
320.0,7.3,18.7,31.0,Oncom Merah Goreng bertepung ,Breakfast
40.0,2.0,2.0,3.0,Oncom Merah Sayur (tumis) ,Snack
76.0,5.2,1.8,10.6,Oncom pepes,Snack
288.6,8.3,8.9,44.3,Onde-onde ,Breakfast
115.0,1.5,6.0,14.0,Ongol-ongol ,Snack
111.0,0.3,2.7,21.2,Ongol-ongol sagu,Snack
940.0,36.0,42.0,104.0,Opak Singkong ,Breakfast
117.0,13.7,5.0,4.3,Oramu ninahu ndawa olaho masakan,Lunch/Dinner
125.0,10.4,8.6,0.8,Otak,Lunch/Dinner
351.0,0.9,0.9,84.9,Oyek,Breakfast
342.0,2.3,0.1,83.1,Oyek (dari singkong),Breakfast
77.0,3.5,4.6,5.4,Paku hinela wulelenggapaya,Snack
494.0,7.5,36.4,40.1,Pala biji,Breakfast
42.0,0.3,0.2,10.9,Pala daging,Snack
460.0,28.5,35.2,7.2,Paniki masak santan masakan,Lunch/Dinner
133.8,3.0,1.6,27.0,Papais ,Snack
61.0,0.2,0.1,14.9,Papeda,Snack
87.0,10.5,2.5,5.5,Parede baleh masakan,Lunch/Dinner
29.0,1.1,0.3,6.6,Paria (Pare),Snack
16.0,0.8,0.2,3.4,Paria Putih kukus,Snack
19.0,1.0,0.4,3.6,Paria putih segar,Snack
307.0,4.5,13.3,42.4,Pastel,Breakfast
362.0,0.5,0.3,86.9,Pati Singkong (tapioka),Breakfast
23.0,1.8,0.3,4.5,Pe-Cay,Snack
156.0,28.0,4.0,0.0,Peda Ikan Banjar,Lunch/Dinner
75.0,2.5,2.8,10.0,Pelecing kangkung,Snack
219.0,19.7,13.6,4.4,Pelepah manuk masakan,Lunch/Dinner
162.0,4.9,3.0,27.8,Pempek adaan,Snack
156.0,4.2,1.4,31.6,Pempek belida,Snack
152.0,4.5,2.3,28.2,Pempek kapal selam,Snack
211.0,12.3,6.1,26.6,Pempek kelesan,Breakfast
243.0,5.2,7.3,39.1,Pempek kulit,Breakfast
173.0,7.2,1.2,33.4,Pempek tenggiri,Snack
372.0,7.8,36.3,3.5,Pencok lele masakan,Lunch/Dinner
174.0,13.1,12.2,2.2,Penyu serapah masakan,Lunch/Dinner
19.0,0.6,0.1,3.9,Pepare ular segar,Snack
275.0,11.6,11.6,30.2,Pepaya lodeh,Breakfast
26.0,2.1,0.1,4.9,Pepaya Muda,Snack
46.0,0.5,12.0,12.2,Pepaya segar,Snack
76.0,5.2,1.8,10.6,Pepea oncom ampas tahu,Snack
400.0,0.0,0.0,95.0,Permen ,Breakfast
142.0,10.4,2.0,22.0,Pete Segar,Snack
50.0,3.7,1.0,9.0,Peterseli,Snack
161.0,20.0,0.2,24.0,Petis Ikan,Snack
220.0,15.0,0.1,40.0,Petis Udang,Breakfast
345.0,23.8,1.4,59.3,Petis udang kering,Breakfast
220.0,15.0,0.9,38.0,Petis udang pasta,Breakfast
514.0,1.0,27.8,647.0,Pilus ,Breakfast
107.0,15.9,0.6,0.4,Pinda masakan,Lunch/Dinner
157.0,28.0,4.2,0.0,Pindang Ikan Banjar,Lunch/Dinner
170.0,31.0,4.2,0.0,Pindang Ikan Benggol,Lunch/Dinner
153.0,30.0,2.8,0.0,Pindang Ikan Layang,Lunch/Dinner
142.0,27.0,3.0,0.0,Pindang Ikan Selar Kecil,Lunch/Dinner
124.0,9.5,9.6,0.0,Pindang kenari masakan,Lunch/Dinner
99.0,1.2,0.2,25.8,Pisang Ambon,Snack
68.0,1.3,0.2,17.2,Pisang angleng (pisang ampyang) segar,Snack
120.0,1.1,0.2,26.8,Pisang ayam segar,Snack
127.0,2.1,0.3,31.1,Pisang gapi segar ,Snack
220.0,2.3,2.3,6.3,Pisang Goreng ,Breakfast
115.0,1.9,0.2,27.9,Pisang goroho segar,Snack
117.0,2.0,0.3,28.9,Pisang hijau segar,Snack
100.0,1.4,0.5,23.6,Pisang kayu segar,Snack
