calories,proteins,fat,carbohydrate,name,Meal Type
109.0,0.8,0.5,26.3,Pisang kepok segar,Snack
145.0,1.1,0.3,34.5,Pisang ketip segar,Snack
96.0,1.0,0.2,22.5,Pisang kidang segar,Snack
99.0,1.3,0.2,25.6,Pisang Lampung,Snack
127.0,1.4,0.2,33.6,Pisang Mas,Snack
127.0,1.4,0.2,31.8,Pisang mas bali,Snack
134.0,1.1,0.5,35.5,Pisang Oli,Snack
120.0,1.2,0.2,31.8,Pisang Raja,Snack
118.0,1.2,0.2,31.1,Pisang Raja Sere (Susu),Snack
98.0,1.3,1.2,20.5,Pisang rotan segar,Snack
625.0,1.0,0.0,8.1,Pisang Siam goreng,Breakfast
113.0,1.2,0.2,26.7,Pisang talas segar,Snack
45.0,2.2,0.3,10.3,Prey (bawang daun),Snack
33.0,4.5,0.4,2.8,Pucuk lumai/daun leunca segar,Lunch/Dinner
216.0,2.6,3.1,44.4,Pulut,Breakfast
224.0,26.2,11.3,4.4,Punai daging goreng,Lunch/Dinner
104.0,1.9,4.1,15.1,Pundut nasi,Snack
25.0,1.5,0.5,3.6,Purundawa,Snack
76.0,4.1,1.1,15.2,Purut segar,Snack
76.0,3.6,0.3,14.6,Putri malu segar,Snack
163.0,2.2,6.5,23.8,Putri selat,Snack
200.0,1.0,2.4,43.8,Putu Mayang ,Lunch/Dinner
136.0,43.0,2.4,3.0,Ragi,Lunch/Dinner
76.0,12.1,2.0,2.4,Rajungan segar,Lunch/Dinner
69.0,0.9,0.1,18.1,Rambutan,Snack
11.0,0.0,0.0,2.7,Rambutan Aceh,Snack
76.0,0.5,0.2,18.0,Rambutan binjai segar,Snack
4.0,0.0,0.0,0.9,Rambutan sinyonya,Snack
295.0,7.3,8.5,47.5,Rarawuan ,Breakfast
394.0,2.2,8.8,76.6,Rasbi (Beras Ubi),Breakfast
350.0,0.9,0.4,85.7,Rasi (Beras Singkong),Breakfast
60.0,5.4,2.5,4.0,Rawon masakan,Lunch/Dinner
81.0,16.2,1.2,0.7,Rebon (udang kecil segar),Lunch/Dinner
299.0,29.4,3.6,3.2,Rebon kering,Lunch/Dinner
81.0,16.2,1.2,0.7,Rebon udang kecil segar,Lunch/Dinner
27.0,0.6,0.3,5.2,Rebung,Snack
320.0,7.2,4.2,63.3,Rebung laut mentah,Breakfast
451.0,11.2,20.2,59.7,Rempeyek kacang tolo,Breakfast
497.0,17.0,27.6,50.8,Rempeyek kacang uci,Breakfast
193.0,22.6,7.9,7.8,Rendang sapi masakan,Lunch/Dinner
471.0,4.7,21.8,64.1,Renggi goreng,Breakfast
75.0,1.6,0.6,15.8,Rimbang segar,Snack
335.0,5.3,3.5,70.5,Risoles ,Breakfast
341.0,5.5,16.2,43.3,Roti boong,Breakfast
350.0,7.5,2.0,75.5,Roti Gambang ,Breakfast
248.0,8.0,1.2,50.0,Roti Putih,Breakfast
249.0,7.9,1.5,49.7,Roti warna sawo matang,Breakfast
153.0,11.3,8.4,8.0,Rujak cingur,Lunch/Dinner
41.0,1.4,0.3,8.1,Rumput laut,Snack
536.0,40.5,41.5,0.0,Rusa daging dendeng mentah,Lunch/Dinner
110.0,11.5,2.0,11.7,Rusip,Snack
198.0,24.6,10.7,0.9,RW anjing masakan,Lunch/Dinner
449.0,30.6,25.5,31.9,Saga biji tanpa kulit,Breakfast
338.0,0.6,0.3,83.1,Sagu Ambon ,Breakfast
355.0,0.6,1.1,85.6,Sagu aren kering,Breakfast
231.0,0.6,0.2,56.6,Sagu aren segar,Breakfast
291.0,0.5,4.0,63.4,Sagu forno,Breakfast
230.0,0.6,0.2,56.5,Sagu kasbi segar,Breakfast
452.0,2.8,14.8,76.8,Sagu Lemak (Kue Sagon),Breakfast
347.0,0.9,0.3,85.2,Sagu lempeng,Breakfast
364.0,0.1,0.2,90.5,Sagu Rendang,Breakfast
362.0,0.5,0.3,86.9,Sagu singkong kering,Breakfast
354.0,0.8,8.3,68.9,Sagu sinole,Breakfast
57.0,0.5,0.1,13.6,Salak bali segar,Snack
55.0,0.4,0.2,12.8,Salak medan segar,Snack
87.0,0.8,0.4,20.1,Salak pondoh segar,Snack
281.0,2.4,0.7,66.1,Sale pisang siam,Breakfast
122.0,2.0,10.0,7.6,Santan (dengan air),Snack
324.0,4.2,34.3,55.6,Santan (kelapa saja),Breakfast
324.0,4.2,34.3,5.6,Santan murni,Breakfast
98.0,2.0,0.4,24.5,Saos Tomat,Snack
212.0,18.0,10.6,59.3,Sapi abon,Breakfast
108.0,17.6,4.2,0.0,Sapi babat segar,Lunch/Dinner
182.0,32.0,6.0,0.0,Sapi daging asap,Lunch/Dinner
301.0,55.0,9.0,0.0,Sapi daging dendeng mentah,Lunch/Dinner
273.0,17.5,22.0,0.0,Sapi daging gemuk segar,Lunch/Dinner
289.0,16.0,25.0,0.0,Sapi daging kornet,Lunch/Dinner
174.0,19.6,10.0,0.0,Sapi daging kurus segar,Lunch/Dinner
201.0,18.8,14.0,0.0,Sapi daging lemak sedang segar,Lunch/Dinner
448.0,14.5,42.3,2.3,Sapi daging sosis (Worst),Lunch/Dinner
183.0,12.0,14.4,1.4,Sapi daleman segar,Lunch/Dinner
98.0,21.9,1.1,0.0,Sapi dideh/darah,Lunch/Dinner
137.0,15.0,8.1,0.9,Sapi ginjal segar,Lunch/Dinner
274.0,16.0,22.0,3.0,Sapi hati sosis (liverworst),Lunch/Dinner
84.0,10.5,4.6,0.2,Sapi keleponan segar,Lunch/Dinner
132.0,19.7,3.2,6.0,Sapi liver segar,Lunch/Dinner
123.0,10.4,8.6,0.8,Sapi otak segar,Lunch/Dinner
360.0,57.3,6.0,19.2,Sapi paru dendeng mentah,Lunch/Dinner
268.0,23.9,12.7,14.5,Sapi paru goreng,Lunch/Dinner
126.0,14.0,7.2,1.5,Sapi usus segar,Lunch/Dinner
281.0,37.5,0.3,32.1,Sarang Burung,Lunch/Dinner
338.0,21.1,27.0,1.0,Sardines dalam kaleng,Lunch/Dinner
344.0,30.0,20.0,43.0,Sari Kedelai bubuk,Breakfast
166.0,2.3,2.8,32.9,Sarimuka,Snack
283.0,12.1,16.8,20.9,Sate Bandeng,Breakfast
110.0,15.5,0.5,11.5,Sate Kulit ,Lunch/Dinner
179.0,22.5,3.5,13.3,Sate penyu masakan,Lunch/Dinner
274.0,12.9,18.6,13.6,Sate pusut masakan,Breakfast
126.7,14.0,7.3,1.3,Sate Usus ,Lunch/Dinner
22.0,2.3,0.3,4.0,Sawi,Snack
9.0,1.0,0.1,1.7,Sawi putih / pecai segar,Snack
30.0,1.9,0.5,4.4,Sawi taiwan segar,Snack
19.0,1.3,0.2,2.9,Sawi tanah segar,Snack
92.0,0.5,1.1,22.4,Sawo,Snack
64.0,1.0,3.1,8.0,Sawo duren segar,Snack
111.0,0.9,2.3,21.6,Sawo kecik segar,Snack
92.0,0.5,1.1,22.4,Sawo Manila segar,Snack
29.0,0.7,0.6,5.0,Sayur asem,Snack
49.0,1.7,0.3,9.8,Sayur bunga pepaya,Snack
178.0,2.6,13.9,10.6,Sayur garu,Snack
133.0,7.3,6.6,11.2,Sayur kohu-kohu,Snack
64.0,2.1,0.6,12.5,Sayur lebui,Snack
36.0,2.7,0.7,4.8,Sayur lilin-terubuk,Snack
49.0,3.1,2.5,3.6,Sayur ndusuk,Snack
27.0,1.3,2.0,1.0,Sayur sop,Lunch/Dinner
67.0,5.2,2.9,5.1,Sayur umbut kelapa,Lunch/Dinner
57.0,5.4,2.6,3.1,Sayur umbut rotan,Lunch/Dinner
15.0,1.2,0.2,2.9,Selada,Snack
17.0,1.7,0.3,3.0,Selada Air,Snack
19.0,2.7,0.2,2.9,Selada Air rebus,Snack
20.0,1.0,0.1,4.6,Seledri,Snack
28.0,0.5,0.2,6.9,Semangka,Snack
192.5,4.5,6.0,30.3,Semur Jengkol ,Snack
64.0,0.6,0.3,14.8,Sente,Snack
353.0,0.7,0.2,84.7,Sente talas segar,Breakfast
88.0,7.9,1.6,10.6,Sepi masakan,Snack
298.0,8.0,23.8,48.9,Serbuk Coklat,Breakfast
478.0,2.5,21.2,69.2,Serimping talas kebumen,Breakfast
213.0,0.0,0.0,55.0,Setrup sirup,Breakfast
88.0,3.2,8.0,0.8,Shabu-shabu,Lunch/Dinner
474.0,11.2,42.5,11.7,Sie reuboh masakan,Breakfast
81.0,5.1,4.5,5.1,Singkah (rotan muda),Lunch/Dinner
285.0,1.0,18.0,28.0,Singkong Goreng ,Breakfast
146.0,1.2,0.3,34.7,Singkong kukus,Snack
173.0,0.5,0.1,42.5,Singkong tape,Snack
95.3,4.4,2.2,14.4,Siomay ,Snack
65.0,1.0,0.3,16.3,Sirsak,Snack
213.0,0.0,0.0,55.0,Sirup,Breakfast
71.0,7.5,3.6,2.2,Sop buntut masakan,Lunch/Dinner
49.0,5.8,0.5,5.3,Sop daging sapi masakan,Lunch/Dinner
68.0,9.0,1.9,3.7,Sop kaki sapi masakan,Lunch/Dinner
34.0,5.5,0.8,1.1,Sop kambing masakan,Lunch/Dinner
71.0,7.4,2.6,4.5,Sop konro masakan,Lunch/Dinner
12.0,0.5,0.1,2.0,Sop Kool,Snack
15.0,0.6,0.1,3.1,Sop Kool dan Wortel,Snack
89.0,7.2,5.0,3.9,Sop saudara masakan,Lunch/Dinner
42.0,3.9,1.7,2.8,Soto bandung masakan,Lunch/Dinner
110.0,2.9,9.5,3.2,Soto banjar masakan,Snack
135.0,2.5,8.8,11.5,Soto betawi masakan,Snack
127.5,2.6,9.4,8.3,Soto dengan Daging,Snack
92.0,11.8,4.3,1.4,Soto jeroan masakan,Lunch/Dinner
38.0,2.6,2.3,1.8,Soto kudus masakan,Lunch/Dinner
60.0,3.5,4.5,1.3,Soto madura masakan,Lunch/Dinner
127.0,5.9,6.6,11.0,Soto padang masakan,Snack
94.0,3.0,6.8,5.1,Soto pekalongan masakan,Snack
75.0,3.6,5.2,3.5,Soto pemalang masakan,Lunch/Dinner
80.0,3.2,3.5,9.0,Soto sukaraja masakan,Snack
86.0,2.3,8.5,0.0,Soto sulung masakan,Lunch/Dinner
117.1,0.4,8.6,9.6,Soto tanpa Daging ,Snack
139.0,7.4,2.1,22.6,Spaghetti,Snack
101.0,1.7,0.6,35.2,Srikaya,Snack
75.0,5.6,0.4,12.2,Sukiyaki masakan,Snack
119.0,1.4,0.2,28.1,Sukun muda segar,Snack
126.0,1.6,0.2,24.5,Sukun tua segar,Snack
418.0,19.0,9.0,65.5,Susu asam untuk bayi bubuk,Breakfast
513.0,24.6,30.0,36.2,Susu bubuk,Breakfast
64.0,4.3,2.3,6.6,Susu Kambing,Snack
41.0,3.5,2.5,5.0,Susu Kedelai,Snack
336.0,8.2,10.0,55.0,Susu Kental Manis,Breakfast
138.0,7.0,7.9,9.9,Susu Kental Tak Manis,Snack
160.0,6.3,12.0,7.1,Susu Kerbau,Snack
61.0,3.2,3.5,4.3,Susu Sapi,Snack
36.0,3.5,0.1,5.1,Susu Skim (tak berlemak),Snack
359.0,35.6,1.0,52.0,Susu skim bubuk,Breakfast
36.0,3.5,0.1,5.1,Susu skim segar,Snack
87.0,5.3,5.2,6.3,Susupan,Snack
90.0,1.5,0.1,21.9,Suweg kukus,Snack
69.0,1.0,0.1,15.7,Suweg mentah,Snack
74.0,1.4,0.1,17.2,Suweg talas segar,Snack
347.0,0.5,0.9,84.2,Suwir-suwir,Breakfast
68.0,7.8,4.6,1.6,Tahu,Lunch/Dinner
115.0,9.7,8.5,2.5,Tahu goreng,Lunch/Dinner
328.0,12.6,19.9,24.6,Tahu telur,Breakfast
148.0,13.8,8.5,4.0,Takwa,Lunch/Dinner
120.0,1.5,0.3,28.2,Talas bogor kukus,Snack
163.0,2.3,0.5,36.4,Talas pontianak segar,Snack
115.0,1.8,0.5,25.9,Talas viqueque segar,Snack
120.0,1.5,0.3,28.2,Tales kukus,Snack
98.0,1.9,0.2,23.7,Tales mentah,Snack
166.0,10.4,4.9,24.1,Taoco,Snack
88.0,3.2,2.1,14.0,Taoge goreng,Snack
76.0,9.0,2.6,6.4,Taoge kacang kedelai segar,Lunch/Dinner
28.0,3.0,0.8,4.0,Taoge seduh,Snack
34.0,3.7,1.2,4.3,Taoge segar,Snack
104.0,12.9,6.8,1.2,Taokoa,Lunch/Dinner
99.0,1.7,0.3,22.4,Tapai beras,Snack
166.0,3.8,1.0,34.4,Tapai ketan hitam,Snack
172.0,3.0,0.5,37.5,Tapai ketan putih,Snack
169.0,1.4,0.3,40.2,Tapai singkong,Snack
358.0,7.5,4.3,70.4,Tauco cap DAS cake,Breakfast
277.0,9.1,4.7,49.6,Tauji cap singa,Breakfast
25.0,4.6,0.4,3.0,Tebu Terubuk,Lunch/Dinner
83.0,10.4,3.4,2.8,Tedong pallu basa masakan,Lunch/Dinner
132.0,19.5,0.7,67.8,Teh,Snack
300.0,28.3,4.8,53.6,Teh hijau daun kering,Breakfast
299.0,24.1,3.5,59.0,Teh melati daun kering,Breakfast
34.0,2.0,0.1,7.9,Tekokak,Snack
294.0,8.3,1.7,72.6,Tekokak kering,Breakfast
53.0,1.9,0.9,9.4,Tekwan,Snack
162.0,12.8,11.5,0.7,Telur Ayam,Lunch/Dinner
361.0,19.3,31.9,0.7,Telur Ayam bagian kuning,Lunch/Dinner
50.0,10.8,0.0,0.8,Telur Ayam bagian putih,Lunch/Dinner
383.0,15.1,32.9,8.3,Telur Ayam ceplok,Lunch/Dinner
251.0,16.3,19.4,1.4,Telur Ayam dadar,Lunch/Dinner
179.0,13.6,13.3,4.4,Telur ayam kampung ,Lunch/Dinner
386.0,17.0,35.0,0.8,Telur bebek bagian kuning segar,Lunch/Dinner
54.0,11.0,0.0,0.8,Telur Bebek bagian putih,Lunch/Dinner
54.0,11.0,0.0,0.8,Telur bebek bagian putih segar,Lunch/Dinner
320.0,15.1,30.5,0.9,Telur Bebek ceplok,Lunch/Dinner
301.0,20.0,23.7,0.0,Telur Bebek dadar,Lunch/Dinner
187.0,10.9,12.4,7.9,Telur bebek tambak segar,Lunch/Dinner
195.0,13.6,13.6,1.4,Telur Bebek telur asin,Lunch/Dinner
116.0,10.7,7.0,1.6,Telur burung puyuh segar,Lunch/Dinner
144.0,12.0,10.2,0.0,Telur Penyu,Lunch/Dinner
425.0,31.0,28.0,10.0,Telur Terubuk,Lunch/Dinner
119.0,4.4,3.5,18.3,Tempe bongkrek,Snack
73.0,5.7,1.3,4.2,Tempe Gembus,Lunch/Dinner
76.0,6.8,0.7,10.6,Tempe gembus yogya,Snack
328.0,18.4,23.2,12.8,Tempe Goreng ,Lunch/Dinner
139.0,12.5,0.8,21.9,Tempe kacang babi,Snack
212.0,17.5,10.0,12.9,Tempe kacang belimbing,Lunch/Dinner
143.0,12.0,5.5,11.4,Tempe kedelai + jagung,Lunch/Dinner
350.0,24.5,26.6,10.4,Tempe kedelai murni goreng,Lunch/Dinner
201.0,20.8,8.8,13.5,Tempe kedelai murni mentah,Lunch/Dinner
141.0,10.2,1.3,23.2,Tempe koro benguk,Snack
146.0,11.7,2.3,19.6,Tempe lamtoro var. gung dengan kulit,Snack
131.0,18.0,0.8,13.0,Tempe lamtoro var. gung tanpa kulit,Lunch/Dinner
150.0,14.0,7.7,9.1,Tempe pasar segar,Lunch/Dinner
336.0,20.0,28.0,7.8,Tempe pasar goreng,Lunch/Dinner
240.0,6.0,2.7,49.3,Tempe Sayur ,Breakfast
110.0,1.7,1.3,21.9,Tempoya,Snack
126.0,1.1,2.2,25.7,Tempuyak,Snack
355.0,0.7,0.2,85.2,Tepung Arrowroot,Breakfast
364.0,7.0,0.5,80.0,Tepung Beras,Breakfast
353.0,7.0,0.5,80.0,Tepung beras mentah,Breakfast
353.0,0.8,1.7,83.6,Tepung Ganyong,Breakfast
363.0,1.1,0.5,88.2,Tepung Gaplek,Breakfast
355.0,0.7,0.2,85.2,Tepung Garut (arrowroot),Breakfast
364.0,4.5,1.0,83.5,Tepung Hunkwee,Breakfast
316.0,60.1,6.5,22.4,Tepung Ikan,Lunch/Dinner
355.0,9.2,3.9,73.7,Tepung Jagung Kuning,Breakfast
355.0,9.2,3.9,73.7,Tepung jagung putih,Breakfast
388.0,19.0,7.5,61.2,Tepung Jalejo,Breakfast
347.0,35.9,20.6,29.9,Tepung Kacang Kedelai,Lunch/Dinner
347.0,0.3,0.1,85.6,Tepung Kentang,Breakfast
350.0,1.2,0.6,85.0,Tepung Mocaf,Breakfast
338.0,2.9,0.4,80.6,Tepung Pisang,Breakfast
353.0,0.7,0.2,84.7,Tepung Sagu,Breakfast
326.0,4.0,0.4,76.7,Tepung Sente,Breakfast
363.0,1.1,0.5,88.2,Tepung singkong/ Tapioka,Breakfast
353.0,2.9,0.5,84.4,Tepung Sukun,Breakfast
509.0,24.6,30.0,36.2,Tepung Susu,Breakfast
418.0,19.0,9.0,65.5,Tepung Susu Asam untuk bayi,Breakfast
362.0,35.6,1.0,52.0,Tepung Susu Skim,Breakfast
332.0,5.7,0.6,76.1,Tepung Tales Beneng,Breakfast
365.0,8.9,1.3,77.3,Tepung Terigu,Breakfast
354.0,2.8,0.6,84.4,Tepung Ubi Ungu,Breakfast
155.0,22.3,2.9,9.9,Terasi,Lunch/Dinner
191.0,33.1,3.6,6.6,Terasi dobo,Lunch/Dinner
174.0,30.0,3.5,3.5,Terasi Merah,Lunch/Dinner
174.0,30.0,3.5,5.6,Terasi merah,Lunch/Dinner
365.0,23.7,22.3,17.5,Teri balado masakan,Lunch/Dinner
462.0,39.1,32.4,3.5,Teripang dendeng mentah,Lunch/Dinner
24.0,1.1,0.2,5.5,Terong,Snack
285.0,4.3,25.7,9.5,Terong + Oncom makanan,Breakfast
39.0,2.3,1.9,2.0,Terong Asam,Lunch/Dinner
48.0,1.5,0.3,11.3,Terong Belanda,Snack
45.0,1.9,0.8,7.5,Terong hintalo segar,Snack
23.0,1.8,0.1,4.9,Terong kukus,Snack
28.0,1.1,0.2,5.5,Terong segar,Snack
52.0,2.1,1.1,8.6,Terung belanda segar,Snack
52.0,1.1,0.4,11.2,Terung bengkulu segar,Snack
25.0,2.1,0.1,5.3,Terung panjang,Snack
23.0,1.8,0.1,4.9,Terung panjang kukus,Snack
59.0,2.9,0.3,13.9,Tespong daun,Snack
120.0,2.4,0.4,26.0,Tim (nasi tim),Snack
33.0,1.2,1.3,4.1,Tinira ninahu nggaluku,Snack
516.0,17.7,49.5,0.0,Tinoransak masakan,Lunch/Dinner
355.0,6.2,1.2,79.8,Tipa-tipa,Breakfast
353.0,2.4,1.1,83.4,Tiwul  ,Breakfast
395.0,3.2,8.5,76.5,Tiwul Instan,Breakfast
392.0,5.4,28.5,28.4,Toge -Tahu makanan,Breakfast
93.6,4.4,1.8,15.1,Toge Goreng ,Snack
23.0,2.9,0.2,4.1,Toge kacang ijo,Snack
35.0,5.0,0.2,5.8,Toge kacang tunggak,Snack
67.0,9.0,2.6,6.4,Toge kedelai,Lunch/Dinner
28.0,3.0,0.8,4.0,Toge seduh,Snack
20.0,1.0,0.2,3.5,Tomat air (juice) segar,Snack
20.0,1.0,0.3,4.2,Tomat Masak,Snack
24.0,1.3,0.5,4.7,Tomat merah segar,Snack
24.0,2.0,0.7,3.3,Tomat muda segar,Snack
189.0,11.3,15.7,0.6,Tumis bandeng,Lunch/Dinner
48.0,1.4,4.2,2.6,Tumis bayam bersantan,Snack
186.0,1.9,0.2,44.3,Ubi Cilembu,Snack
160.0,3.7,1.3,55.3,Ubi Jalar Goreng ,Snack
100.0,0.7,0.3,23.8,Ubi jalar kuning kukus,Snack
119.0,0.5,0.4,25.1,Ubi jalar kuning segar,Snack
83.0,1.5,0.2,18.8,Ubi jalar manis segar,Snack
123.0,1.8,0.7,27.9,Ubi Jalar Merah,Snack
151.0,1.6,0.3,35.4,Ubi jalar merah segar,Snack
123.0,1.8,0.7,27.9,Ubi Jalar Putih,Snack
114.0,1.4,9.6,25.6,Ubi Jalar Rebus,Snack
184.0,1.4,0.3,22.5,Ubi Jalar Sayur,Snack
108.0,0.5,0.4,25.6,Ubi jalar tinta/ kemayung,Snack
165.0,0.9,0.2,39.8,Ubi jalar tinta/ kemayung kukus,Snack
82.0,5.8,1.3,11.7,Uceng/ bunga melinjo segar,Snack
56.0,11.4,0.6,1.2,Udang besar segar,Lunch/Dinner
81.0,16.5,0.3,3.0,Udang galah segar,Lunch/Dinner
295.0,62.4,2.3,1.8,Udang kering,Lunch/Dinner
278.0,62.6,4.1,2.2,Udang kering mentah,Lunch/Dinner
273.0,47.8,3.8,12.5,Udang papay mentah,Lunch/Dinner
91.0,21.0,0.2,0.1,Udang segar,Lunch/Dinner
380.0,11.9,30.3,14.9,Ulat sagu panggang,Breakfast
241.0,5.8,21.6,5.8,Ulat sagu segar,Lunch/Dinner
120.0,2.8,0.5,82.3,Umbi Uwi segar,Snack
34.0,2.4,0.3,5.5,Umbut rotan,Snack
130.0,14.0,7.2,1.5,Usus Sapi,Lunch/Dinner
101.0,2.0,0.2,19.8,Uwi,Snack
363.0,8.7,0.4,78.7,Vermicelli,Breakfast
303.0,6.3,2.7,63.3,Wajit camilan,Breakfast
45.0,0.8,0.9,8.1,Waluh balamak,Snack
424.0,1.3,10.7,80.7,Widaran,Breakfast
568.0,19.3,51.1,18.1,Wijen,Lunch/Dinner
355.0,3.2,15.1,51.4,Wingko babat,Breakfast
143.0,3.1,7.8,15.0,Woku ubi,Snack
452.0,14.5,42.3,2.3,Worst (sosis daging),Lunch/Dinner
42.0,1.2,0.6,9.3,Wortel Segar,Snack
37.0,1.0,0.6,8.3,Wortel kukus,Snack
28.0,0.7,0.5,6.3,Wortel rebus,Snack
254.0,3.0,1.1,58.1,Yangko,Breakfast
52.0,3.3,2.5,4.0,Yoghurt,Snack
